Filepath,Turbidity
./Datasets/0degree_lowrange/68.3/20220512_151836.png,68.3
./Datasets/0degree_lowrange/43/20220517_150640.png,43.0
./Datasets/0degree_lowrange/24.4/20220519_205137.png,24.4
./Datasets/0degree_lowrange/53.8/20220517_110335.png,53.8
./Datasets/0degree_lowrange/34.7/20220519_140354.png,34.7
./Datasets/0degree_lowrange/50.3/20220517_112708.png,50.3
./Datasets/0degree_lowrange/24.4/20220519_205132.png,24.4
./Datasets/0degree_lowrange/56.4/20220517_104352.png,56.4
./Datasets/0degree_lowrange/38.5/20220519_104748.png,38.5
./Datasets/0degree_lowrange/39.4/20220519_114738.png,39.4
./Datasets/0degree_lowrange/28.4/20220519_190423.png,28.4
./Datasets/0degree_lowrange/105/20220427_114057.png,105.0
./Datasets/0degree_lowrange/8.1/20220520_064534.png,8.1
./Datasets/0degree_lowrange/52.1/20220513_154457.png,52.1
./Datasets/0degree_lowrange/55.7/20220513_142033.png,55.7
./Datasets/0degree_lowrange/126.3/20220426_134534.png,126.3
./Datasets/0degree_lowrange/113.3/20220427_095325.png,113.3
./Datasets/0degree_lowrange/34.7/20220519_140339.png,34.7
./Datasets/0degree_lowrange/41.6/20220517_152035.png,41.6
./Datasets/0degree_lowrange/127.9/20220426_133036.png,127.9
./Datasets/0degree_lowrange/67/20220512_152637.png,67.0
./Datasets/0degree_lowrange/20.3/20220519_232535.png,20.3
./Datasets/0degree_lowrange/22.2/20220519_230647.png,22.2
./Datasets/0degree_lowrange/51.15/20220517_111533.png,51.15
./Datasets/0degree_lowrange/79.9/20220512_114419.png,79.9
./Datasets/0degree_lowrange/9.45/20220520_061231.png,9.45
./Datasets/0degree_lowrange/113.3/20220427_095335.png,113.3
./Datasets/0degree_lowrange/61.3/20220513_105412.png,61.3
./Datasets/0degree_lowrange/70/20220512_141642.png,70.0
./Datasets/0degree_lowrange/0/20220520_060014.png,0.0
./Datasets/0degree_lowrange/75.45/20220512_131922.png,75.45
./Datasets/0degree_lowrange/63.6/20220513_101716.png,63.6
./Datasets/0degree_lowrange/50.3/20220517_112646.png,50.3
./Datasets/0degree_lowrange/101.5/20220427_125419.png,101.5
./Datasets/0degree_lowrange/61.3/20220513_105342.png,61.3
./Datasets/0degree_lowrange/89/20220510_123120.png,89.0
./Datasets/0degree_lowrange/99.9/20220427_132207.png,99.9
./Datasets/0degree_lowrange/116.1/20220426_152955.png,116.1
./Datasets/0degree_lowrange/64.8/20220513_100307.png,64.8
./Datasets/0degree_lowrange/73.3/20220512_133853.png,73.3
./Datasets/0degree_lowrange/67/20220512_152610.png,67.0
./Datasets/0degree_lowrange/107.6/20220427_110119.png,107.6
./Datasets/0degree_lowrange/26.7/20220519_195355.png,26.7
./Datasets/0degree_lowrange/53.8/20220517_110323.png,53.8
./Datasets/0degree_lowrange/1.05/20220520_084235.png,1.05
./Datasets/0degree_lowrange/75.45/20220512_131914.png,75.45
./Datasets/0degree_lowrange/50.3/20220517_112702.png,50.3
./Datasets/0degree_lowrange/66.25/20220512_153344.png,66.25
./Datasets/0degree_lowrange/71.55/20220512_144301.png,71.55
./Datasets/0degree_lowrange/101.5/20220427_125401.png,101.5
./Datasets/0degree_lowrange/45.35/20220517_143426.png,45.35
./Datasets/0degree_lowrange/87/20220510_130313.png,87.0
./Datasets/0degree_lowrange/119.85/20220426_144032.png,119.85
./Datasets/0degree_lowrange/113.3/20220427_095314.png,113.3
./Datasets/0degree_lowrange/64.8/20220513_100326.png,64.8
./Datasets/0degree_lowrange/2.6/20220520_074757.png,2.6
./Datasets/0degree_lowrange/45.35/20220517_143401.png,45.35
./Datasets/0degree_lowrange/106.8/20220427_112230.png,106.8
./Datasets/0degree_lowrange/78.6/20220512_115200.png,78.6
./Datasets/0degree_lowrange/98/20220427_133300.png,98.0
./Datasets/0degree_lowrange/16.9/20220519_201410.png,16.9
./Datasets/0degree_lowrange/40.5/20220517_152957.png,40.5
./Datasets/0degree_lowrange/79.9/20220512_114405.png,79.9
./Datasets/0degree_lowrange/45.35/20220517_143352.png,45.35
./Datasets/0degree_lowrange/104.3/20220427_115717.png,104.3
./Datasets/0degree_lowrange/56.4/20220517_104345.png,56.4
./Datasets/0degree_lowrange/101.5/20220427_125354.png,101.5
./Datasets/0degree_lowrange/118/20220426_151407.png,118.0
./Datasets/0degree_lowrange/94.2/20220427_143111.png,94.2
./Datasets/0degree_lowrange/71/20220512_142724.png,71.0
./Datasets/0degree_lowrange/94.2/20220427_143102.png,94.2
./Datasets/0degree_lowrange/3.65/20220520_082550.png,3.65
./Datasets/0degree_lowrange/37.4/20220519_121852.png,37.4
./Datasets/0degree_lowrange/12.95/20220520_021646.png,12.95
./Datasets/0degree_lowrange/9.45/20220520_061251.png,9.45
./Datasets/0degree_lowrange/83.25/20220510_144206.png,83.25
./Datasets/0degree_lowrange/16.2/20220520_013537.png,16.2
./Datasets/0degree_lowrange/38.5/20220519_104802.png,38.5
./Datasets/0degree_lowrange/37.4/20220519_121842.png,37.4
./Datasets/0degree_lowrange/79.9/20220512_114346.png,79.9
./Datasets/0degree_lowrange/43/20220517_150648.png,43.0
./Datasets/0degree_lowrange/66.25/20220512_153407.png,66.25
./Datasets/0degree_lowrange/84.7/20220510_135858.png,84.7
./Datasets/0degree_lowrange/0/20220520_055934.png,0.0
./Datasets/0degree_lowrange/66.25/20220512_153400.png,66.25
./Datasets/0degree_lowrange/7.2/20220520_070446.png,7.2
./Datasets/0degree_lowrange/121.25/20220426_131104.png,121.25
./Datasets/0degree_lowrange/6.2/20220520_072338.png,6.2
./Datasets/0degree_lowrange/78.6/20220512_115136.png,78.6
./Datasets/0degree_lowrange/56.4/20220517_104339.png,56.4
./Datasets/0degree_lowrange/61.3/20220513_105402.png,61.3
./Datasets/0degree_lowrange/78.6/20220512_115152.png,78.6
./Datasets/0degree_lowrange/1.05/20220520_084244.png,1.05
./Datasets/0degree_lowrange/10.25/20220520_030140.png,10.25
./Datasets/0degree_lowrange/52.1/20220513_154503.png,52.1
./Datasets/0degree_lowrange/5.1/20220520_080742.png,5.1
./Datasets/0degree_lowrange/110.5/20220427_102021.png,110.5
./Datasets/0degree_lowrange/89/20220510_123133.png,89.0
./Datasets/0degree_lowrange/83.25/20220510_144149.png,83.25
./Datasets/0degree_lowrange/48.95/20220517_114831.png,48.95
./Datasets/0degree_lowrange/20.3/20220519_232512.png,20.3
./Datasets/0degree_lowrange/12.95/20220520_021637.png,12.95
./Datasets/0degree_lowrange/6.2/20220520_072359.png,6.2
./Datasets/0degree_lowrange/84.7/20220510_135927.png,84.7
./Datasets/0degree_lowrange/2.6/20220520_074746.png,2.6
./Datasets/0degree_lowrange/88.4/20220510_124838.png,88.4
./Datasets/0degree_lowrange/101.5/20220427_125411.png,101.5
./Datasets/0degree_lowrange/76.95/20220512_124754.png,76.95
./Datasets/0degree_lowrange/92.3/20220427_151440.png,92.3
./Datasets/0degree_lowrange/87/20220510_130245.png,87.0
./Datasets/0degree_lowrange/71.55/20220512_144311.png,71.55
./Datasets/0degree_lowrange/67.75/20220512_135800.png,67.75
./Datasets/0degree_lowrange/99.9/20220427_132223.png,99.9
./Datasets/0degree_lowrange/71.55/20220512_144327.png,71.55
./Datasets/0degree_lowrange/116.1/20220426_153015.png,116.1
./Datasets/0degree_lowrange/109/20220427_104112.png,109.0
./Datasets/0degree_lowrange/50.3/20220517_112638.png,50.3
./Datasets/0degree_lowrange/119.85/20220426_144041.png,119.85
./Datasets/0degree_lowrange/76.95/20220512_124706.png,76.95
./Datasets/0degree_lowrange/118/20220426_151322.png,118.0
./Datasets/0degree_lowrange/57.8/20220513_140553.png,57.8
./Datasets/0degree_lowrange/23.5/20220519_221024.png,23.5
./Datasets/0degree_lowrange/92.3/20220427_151509.png,92.3
./Datasets/0degree_lowrange/85.1/20220510_132948.png,85.1
./Datasets/0degree_lowrange/6.2/20220520_072331.png,6.2
./Datasets/0degree_lowrange/48.95/20220517_114824.png,48.95
./Datasets/0degree_lowrange/74.45/20220512_132824.png,74.45
./Datasets/0degree_lowrange/68.3/20220512_151854.png,68.3
./Datasets/0degree_lowrange/14.1/20220520_014729.png,14.1
./Datasets/0degree_lowrange/121.25/20220426_130543.png,121.25
./Datasets/0degree_lowrange/76.35/20220512_130438.png,76.35
./Datasets/0degree_lowrange/55.7/20220513_142038.png,55.7
./Datasets/0degree_lowrange/97.25/20220427_134111.png,97.25
./Datasets/0degree_lowrange/46.6/20220517_142635.png,46.6
./Datasets/0degree_lowrange/74.45/20220512_132813.png,74.45
./Datasets/0degree_lowrange/39.4/20220519_114700.png,39.4
./Datasets/0degree_lowrange/119.85/20220426_144058.png,119.85
./Datasets/0degree_lowrange/124.65/20220426_140417.png,124.65
./Datasets/0degree_lowrange/84.7/20220510_135837.png,84.7
./Datasets/0degree_lowrange/103.2/20220427_124304.png,103.2
./Datasets/0degree_lowrange/20.3/20220519_232527.png,20.3
./Datasets/0degree_lowrange/10.25/20220520_030158.png,10.25
./Datasets/0degree_lowrange/112.5/20220427_100515.png,112.5
./Datasets/0degree_lowrange/91.3/20220427_152711.png,91.3
./Datasets/0degree_lowrange/92.3/20220427_151454.png,92.3
./Datasets/0degree_lowrange/106.8/20220427_112222.png,106.8
./Datasets/0degree_lowrange/71/20220512_142713.png,71.0
./Datasets/0degree_lowrange/113.3/20220427_095353.png,113.3
./Datasets/0degree_lowrange/97.25/20220427_134135.png,97.25
./Datasets/0degree_lowrange/53.05/20220513_152742.png,53.05
./Datasets/0degree_lowrange/12.05/20220520_023924.png,12.05
./Datasets/0degree_lowrange/58.8/20220513_135616.png,58.8
./Datasets/0degree_lowrange/87/20220510_130324.png,87.0
./Datasets/0degree_lowrange/7.2/20220520_070416.png,7.2
./Datasets/0degree_lowrange/74.45/20220512_132832.png,74.45
./Datasets/0degree_lowrange/54.85/20220513_144326.png,54.85
./Datasets/0degree_lowrange/39.4/20220519_114650.png,39.4
./Datasets/0degree_lowrange/50.3/20220517_112653.png,50.3
./Datasets/0degree_lowrange/126.3/20220426_134521.png,126.3
./Datasets/0degree_lowrange/118/20220426_151331.png,118.0
./Datasets/0degree_lowrange/0/20220520_055943.png,0.0
./Datasets/0degree_lowrange/34.7/20220519_140316.png,34.7
./Datasets/0degree_lowrange/104.3/20220427_115658.png,104.3
./Datasets/0degree_lowrange/119.7/20220426_145703.png,119.7
./Datasets/0degree_lowrange/76.95/20220512_124725.png,76.95
./Datasets/0degree_lowrange/114.7/20220426_153814.png,114.7
./Datasets/0degree_lowrange/29.6/20220519_161119.png,29.6
./Datasets/0degree_lowrange/75.45/20220512_131903.png,75.45
./Datasets/0degree_lowrange/6.2/20220520_072351.png,6.2
./Datasets/0degree_lowrange/23.5/20220519_221008.png,23.5
./Datasets/0degree_lowrange/20.3/20220519_232501.png,20.3
./Datasets/0degree_lowrange/113.3/20220427_095345.png,113.3
./Datasets/0degree_lowrange/74.45/20220512_132801.png,74.45
./Datasets/0degree_lowrange/119.85/20220426_144024.png,119.85
./Datasets/0degree_lowrange/106.8/20220427_112210.png,106.8
./Datasets/0degree_lowrange/38.5/20220519_104811.png,38.5
./Datasets/0degree_lowrange/48.95/20220517_114818.png,48.95
./Datasets/0degree_lowrange/75.45/20220512_131853.png,75.45
./Datasets/0degree_lowrange/124.65/20220426_140454.png,124.65
./Datasets/0degree_lowrange/47.5/20220517_141508.png,47.5
./Datasets/0degree_lowrange/95.9/20220427_140628.png,95.9
./Datasets/0degree_lowrange/61/20220513_110922.png,61.0
./Datasets/0degree_lowrange/3.65/20220520_082634.png,3.65
./Datasets/0degree_lowrange/53.05/20220513_152733.png,53.05
./Datasets/0degree_lowrange/110.5/20220427_102030.png,110.5
./Datasets/0degree_lowrange/123.9/20220426_141623.png,123.9
./Datasets/0degree_lowrange/10.25/20220520_030149.png,10.25
./Datasets/0degree_lowrange/76.35/20220512_130455.png,76.35
./Datasets/0degree_lowrange/84.7/20220510_135844.png,84.7
./Datasets/0degree_lowrange/60.05/20220513_133247.png,60.05
./Datasets/0degree_lowrange/46.6/20220517_142643.png,46.6
./Datasets/0degree_lowrange/99.9/20220427_132253.png,99.9
./Datasets/0degree_lowrange/53.8/20220517_110314.png,53.8
./Datasets/0degree_lowrange/2.6/20220520_074708.png,2.6
./Datasets/0degree_lowrange/71.55/20220512_144321.png,71.55
./Datasets/0degree_lowrange/32.1/20220519_143152.png,32.1
./Datasets/0degree_lowrange/26.7/20220519_195347.png,26.7
./Datasets/0degree_lowrange/63.6/20220513_101651.png,63.6
./Datasets/0degree_lowrange/58.8/20220513_135510.png,58.8
./Datasets/0degree_lowrange/57.3/20220513_131903.png,57.3
./Datasets/0degree_lowrange/80.7/20220510_152306.png,80.7
./Datasets/0degree_lowrange/46.6/20220517_142628.png,46.6
./Datasets/0degree_lowrange/10.25/20220520_030205.png,10.25
./Datasets/0degree_lowrange/95.9/20220427_140616.png,95.9
./Datasets/0degree_lowrange/30.9/20220519_164135.png,30.9
./Datasets/0degree_lowrange/67.75/20220512_135735.png,67.75
./Datasets/0degree_lowrange/93.4/20220427_145506.png,93.4
./Datasets/0degree_lowrange/30.9/20220519_164142.png,30.9
./Datasets/0degree_lowrange/119.7/20220426_145655.png,119.7
./Datasets/0degree_lowrange/61.3/20220513_105319.png,61.3
./Datasets/0degree_lowrange/127.9/20220426_133024.png,127.9
./Datasets/0degree_lowrange/124.65/20220426_140443.png,124.65
./Datasets/0degree_lowrange/23.5/20220519_221035.png,23.5
./Datasets/0degree_lowrange/68.3/20220512_151902.png,68.3
./Datasets/0degree_lowrange/28.4/20220519_190408.png,28.4
./Datasets/0degree_lowrange/124.65/20220426_140433.png,124.65
./Datasets/0degree_lowrange/14.1/20220520_014707.png,14.1
./Datasets/0degree_lowrange/11.2/20220520_024957.png,11.2
./Datasets/0degree_lowrange/7.2/20220520_070424.png,7.2
./Datasets/0degree_lowrange/122.3/20220426_142556.png,122.3
./Datasets/0degree_lowrange/43/20220517_150627.png,43.0
./Datasets/0degree_lowrange/94.2/20220427_143120.png,94.2
./Datasets/0degree_lowrange/12.95/20220520_021733.png,12.95
./Datasets/0degree_lowrange/98/20220427_133239.png,98.0
./Datasets/0degree_lowrange/57.3/20220513_131911.png,57.3
./Datasets/0degree_lowrange/73.3/20220512_133847.png,73.3
./Datasets/0degree_lowrange/36/20220519_135144.png,36.0
./Datasets/0degree_lowrange/85.1/20220510_132939.png,85.1
./Datasets/0degree_lowrange/61.3/20220513_105332.png,61.3
./Datasets/0degree_lowrange/64.8/20220513_100317.png,64.8
./Datasets/0degree_lowrange/16.9/20220519_201516.png,16.9
./Datasets/0degree_lowrange/71/20220512_142802.png,71.0
./Datasets/0degree_lowrange/20.3/20220519_232520.png,20.3
./Datasets/0degree_lowrange/22.2/20220519_230640.png,22.2
./Datasets/0degree_lowrange/91.3/20220427_152654.png,91.3
./Datasets/0degree_lowrange/30.9/20220519_164126.png,30.9
./Datasets/0degree_lowrange/26.7/20220519_195402.png,26.7
./Datasets/0degree_lowrange/16.2/20220520_013606.png,16.2
./Datasets/0degree_lowrange/97.25/20220427_134127.png,97.25
./Datasets/0degree_lowrange/85.1/20220510_133014.png,85.1
./Datasets/0degree_lowrange/79.9/20220512_114358.png,79.9
./Datasets/0degree_lowrange/67.75/20220512_135808.png,67.75
./Datasets/0degree_lowrange/71/20220512_142742.png,71.0
./Datasets/0degree_lowrange/8.1/20220520_064612.png,8.1
./Datasets/0degree_lowrange/58.8/20220513_135458.png,58.8
./Datasets/0degree_lowrange/54.85/20220513_144311.png,54.85
./Datasets/0degree_lowrange/63.6/20220513_101737.png,63.6
./Datasets/0degree_lowrange/23.5/20220519_221042.png,23.5
./Datasets/0degree_lowrange/81.85/20220512_103956.png,81.85
./Datasets/0degree_lowrange/70/20220512_141710.png,70.0
./Datasets/0degree_lowrange/36/20220519_135133.png,36.0
./Datasets/0degree_lowrange/53.8/20220517_110340.png,53.8
./Datasets/0degree_lowrange/89/20220510_123218.png,89.0
./Datasets/0degree_lowrange/78.6/20220512_115145.png,78.6
./Datasets/0degree_lowrange/36/20220519_135109.png,36.0
./Datasets/0degree_lowrange/12.05/20220520_023940.png,12.05
./Datasets/0degree_lowrange/5.1/20220520_080825.png,5.1
./Datasets/0degree_lowrange/8.1/20220520_064555.png,8.1
./Datasets/0degree_lowrange/11.2/20220520_025017.png,11.2
./Datasets/0degree_lowrange/36/20220519_135040.png,36.0
./Datasets/0degree_lowrange/95.9/20220427_140556.png,95.9
./Datasets/0degree_lowrange/99.9/20220427_132239.png,99.9
./Datasets/0degree_lowrange/18.8/20220520_010944.png,18.8
./Datasets/0degree_lowrange/41.6/20220517_152000.png,41.6
./Datasets/0degree_lowrange/46.6/20220517_142652.png,46.6
./Datasets/0degree_lowrange/2.6/20220520_074728.png,2.6
./Datasets/0degree_lowrange/46.6/20220517_142621.png,46.6
./Datasets/0degree_lowrange/107.6/20220427_110140.png,107.6
./Datasets/0degree_lowrange/98/20220427_133229.png,98.0
./Datasets/0degree_lowrange/122.3/20220426_142604.png,122.3
./Datasets/0degree_lowrange/61/20220513_110942.png,61.0
./Datasets/0degree_lowrange/32.1/20220519_143127.png,32.1
./Datasets/0degree_lowrange/121.25/20220426_131043.png,121.25
./Datasets/0degree_lowrange/22.2/20220519_230655.png,22.2
./Datasets/0degree_lowrange/116.1/20220426_153004.png,116.1
./Datasets/0degree_lowrange/109/20220427_104206.png,109.0
./Datasets/0degree_lowrange/118/20220426_151358.png,118.0
./Datasets/0degree_lowrange/1.05/20220520_084302.png,1.05
./Datasets/0degree_lowrange/105/20220427_114105.png,105.0
./Datasets/0degree_lowrange/12.05/20220520_023932.png,12.05
./Datasets/0degree_lowrange/88.4/20220510_124857.png,88.4
./Datasets/0degree_lowrange/81.85/20220512_103946.png,81.85
./Datasets/0degree_lowrange/34.7/20220519_140327.png,34.7
./Datasets/0degree_lowrange/104.3/20220427_115707.png,104.3
./Datasets/0degree_lowrange/5.1/20220520_080752.png,5.1
./Datasets/0degree_lowrange/80.7/20220510_152346.png,80.7
./Datasets/0degree_lowrange/11.2/20220520_025032.png,11.2
./Datasets/0degree_lowrange/2.6/20220520_074654.png,2.6
./Datasets/0degree_lowrange/76.95/20220512_124743.png,76.95
./Datasets/0degree_lowrange/81.85/20220512_103935.png,81.85
./Datasets/0degree_lowrange/53.05/20220513_152806.png,53.05
./Datasets/0degree_lowrange/109/20220427_104138.png,109.0
./Datasets/0degree_lowrange/81.85/20220512_104004.png,81.85
./Datasets/0degree_lowrange/95.9/20220427_140636.png,95.9
./Datasets/0degree_lowrange/105/20220427_114112.png,105.0
./Datasets/0degree_lowrange/106.8/20220427_112137.png,106.8
./Datasets/0degree_lowrange/57.3/20220513_131821.png,57.3
./Datasets/0degree_lowrange/112.5/20220427_100609.png,112.5
./Datasets/0degree_lowrange/79.9/20220512_114412.png,79.9
./Datasets/0degree_lowrange/55.7/20220513_142027.png,55.7
./Datasets/0degree_lowrange/9.45/20220520_061224.png,9.45
./Datasets/0degree_lowrange/37.4/20220519_121902.png,37.4
./Datasets/0degree_lowrange/99.9/20220427_132215.png,99.9
./Datasets/0degree_lowrange/58.8/20220513_135521.png,58.8
./Datasets/0degree_lowrange/107.6/20220427_110153.png,107.6
./Datasets/0degree_lowrange/52.1/20220513_154451.png,52.1
./Datasets/0degree_lowrange/24.4/20220519_205119.png,24.4
./Datasets/0degree_lowrange/33.4/20220519_150423.png,33.4
./Datasets/0degree_lowrange/98/20220427_133308.png,98.0
./Datasets/0degree_lowrange/51.15/20220517_111508.png,51.15
./Datasets/0degree_lowrange/103.2/20220427_124240.png,103.2
./Datasets/0degree_lowrange/40.5/20220517_153010.png,40.5
./Datasets/0degree_lowrange/55.7/20220513_142044.png,55.7
./Datasets/0degree_lowrange/53.05/20220513_152757.png,53.05
./Datasets/0degree_lowrange/29.6/20220519_161141.png,29.6
./Datasets/0degree_lowrange/14.1/20220520_014700.png,14.1
./Datasets/0degree_lowrange/103.2/20220427_124313.png,103.2
./Datasets/0degree_lowrange/24.85/20220519_214658.png,24.85
./Datasets/0degree_lowrange/3.65/20220520_082708.png,3.65
./Datasets/0degree_lowrange/127.9/20220426_133058.png,127.9
./Datasets/0degree_lowrange/51.15/20220517_111527.png,51.15
./Datasets/0degree_lowrange/123.9/20220426_141546.png,123.9
./Datasets/0degree_lowrange/32.1/20220519_143141.png,32.1
./Datasets/0degree_lowrange/92.3/20220427_151517.png,92.3
./Datasets/0degree_lowrange/87/20220510_130256.png,87.0
./Datasets/0degree_lowrange/64.8/20220513_100333.png,64.8
./Datasets/0degree_lowrange/37.4/20220519_121818.png,37.4
./Datasets/0degree_lowrange/33.4/20220519_150404.png,33.4
./Datasets/0degree_lowrange/110.5/20220427_101950.png,110.5
./Datasets/0degree_lowrange/54.85/20220513_144302.png,54.85
./Datasets/0degree_lowrange/78.6/20220512_115206.png,78.6
./Datasets/0degree_lowrange/73.3/20220512_133828.png,73.3
./Datasets/0degree_lowrange/71.55/20220512_144335.png,71.55
./Datasets/0degree_lowrange/57.8/20220513_140601.png,57.8
./Datasets/0degree_lowrange/24.85/20220519_214634.png,24.85
./Datasets/0degree_lowrange/12.05/20220520_023913.png,12.05
./Datasets/0degree_lowrange/122.3/20220426_142613.png,122.3
./Datasets/0degree_lowrange/47.5/20220517_141517.png,47.5
./Datasets/0degree_lowrange/123.9/20220426_141602.png,123.9
./Datasets/0degree_lowrange/75.45/20220512_131843.png,75.45
./Datasets/0degree_lowrange/22.2/20220519_230702.png,22.2
./Datasets/0degree_lowrange/87/20220510_130334.png,87.0
./Datasets/0degree_lowrange/11.2/20220520_025025.png,11.2
./Datasets/0degree_lowrange/24.4/20220519_205112.png,24.4
./Datasets/0degree_lowrange/56.4/20220517_104332.png,56.4
./Datasets/0degree_lowrange/28.4/20220519_190445.png,28.4
./Datasets/0degree_lowrange/29.6/20220519_161129.png,29.6
./Datasets/0degree_lowrange/70/20220512_141632.png,70.0
./Datasets/0degree_lowrange/60.05/20220513_133256.png,60.05
./Datasets/0degree_lowrange/24.85/20220519_214643.png,24.85
./Datasets/0degree_lowrange/80.7/20220510_152337.png,80.7
./Datasets/0degree_lowrange/60.05/20220513_133316.png,60.05
./Datasets/0degree_lowrange/12.95/20220520_021655.png,12.95
./Datasets/0degree_lowrange/33.4/20220519_150439.png,33.4
./Datasets/0degree_lowrange/126.3/20220426_134555.png,126.3
./Datasets/0degree_lowrange/60.05/20220513_133309.png,60.05
./Datasets/0degree_lowrange/88.4/20220510_124846.png,88.4
./Datasets/0degree_lowrange/57.8/20220513_140538.png,57.8
./Datasets/0degree_lowrange/71/20220512_142755.png,71.0
./Datasets/0degree_lowrange/110.5/20220427_102039.png,110.5
./Datasets/0degree_lowrange/119.85/20220426_144050.png,119.85
./Datasets/0degree_lowrange/28.4/20220519_190435.png,28.4
./Datasets/0degree_lowrange/14.1/20220520_014738.png,14.1
./Datasets/0degree_lowrange/16.9/20220519_201454.png,16.9
./Datasets/0degree_lowrange/3.65/20220520_082606.png,3.65
./Datasets/0degree_lowrange/18.8/20220520_010831.png,18.8
./Datasets/0degree_lowrange/66.25/20220512_153352.png,66.25
./Datasets/0degree_lowrange/95.9/20220427_140607.png,95.9
./Datasets/0degree_lowrange/57.8/20220513_140515.png,57.8
./Datasets/0degree_lowrange/66.25/20220512_153415.png,66.25
./Datasets/0degree_lowrange/80.7/20220510_152321.png,80.7
./Datasets/0degree_lowrange/10.25/20220520_030131.png,10.25
./Datasets/0degree_lowrange/45.35/20220517_143410.png,45.35
./Datasets/0degree_lowrange/12.05/20220520_023902.png,12.05
./Datasets/0degree_lowrange/30.9/20220519_164157.png,30.9
./Datasets/0degree_lowrange/38.5/20220519_104830.png,38.5
./Datasets/0degree_lowrange/110.5/20220427_102009.png,110.5
./Datasets/0degree_lowrange/52.1/20220513_154434.png,52.1
./Datasets/0degree_lowrange/76.35/20220512_130425.png,76.35
./Datasets/0degree_lowrange/61/20220513_110932.png,61.0
./Datasets/0degree_lowrange/106.8/20220427_112150.png,106.8
./Datasets/0degree_lowrange/91.3/20220427_152734.png,91.3
./Datasets/0degree_lowrange/103.2/20220427_124231.png,103.2
./Datasets/0degree_lowrange/89/20220510_123158.png,89.0
./Datasets/0degree_lowrange/57.3/20220513_131837.png,57.3
./Datasets/0degree_lowrange/114.7/20220426_153829.png,114.7
./Datasets/0degree_lowrange/29.6/20220519_161155.png,29.6
./Datasets/0degree_lowrange/116.1/20220426_152944.png,116.1
./Datasets/0degree_lowrange/44.5/20220517_144347.png,44.5
./Datasets/0degree_lowrange/3.65/20220520_082617.png,3.65
./Datasets/0degree_lowrange/16.9/20220519_201502.png,16.9
./Datasets/0degree_lowrange/89/20220510_123147.png,89.0
./Datasets/0degree_lowrange/0/20220520_055957.png,0.0
./Datasets/0degree_lowrange/11.2/20220520_025007.png,11.2
./Datasets/0degree_lowrange/44.5/20220517_144340.png,44.5
./Datasets/0degree_lowrange/41.6/20220517_152019.png,41.6
